Unnamed: 0,timestamp,url,title,text,formatted_text,embedding,cluster,x_2d,y_2d,cluster_label
14,2025-06-22 10:57:16,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.g3626f2e514c_0_13#slide=id.g3626f2e514c_0_13,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989467 -0.01499278 -0.01690302 ... -0.02602246 -0.02887822
  0.01576894]",1,38.507412,10.731022,MCP File Changes
15,2025-06-22 10:57:05,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.g3626f2e514c_0_0#slide=id.g3626f2e514c_0_0,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989467 -0.01499278 -0.01690302 ... -0.02602246 -0.02887822
  0.01576894]",1,38.426342,10.454488,MCP File Changes
16,2025-06-22 10:57:04,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.p#slide=id.p,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989467 -0.01499278 -0.01690302 ... -0.02602246 -0.02887822
  0.01576894]",1,38.11121,10.390491,MCP File Changes
17,2025-06-22 10:57:02,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.g3626f2e514c_0_804#slide=id.g3626f2e514c_0_804,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989467 -0.01499278 -0.01690302 ... -0.02602246 -0.02887822
  0.01576894]",1,37.999157,10.29389,MCP File Changes
18,2025-06-22 10:57:02,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.g3626f2e514c_0_37#slide=id.g3626f2e514c_0_37,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989467 -0.01499278 -0.01690302 ... -0.02602246 -0.02887822
  0.01576894]",1,38.285526,10.537534,MCP File Changes
19,2025-06-22 10:57:01,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.g3626f2e514c_0_1066#slide=id.g3626f2e514c_0_1066,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989467 -0.01499278 -0.01690302 ... -0.02602246 -0.02887822
  0.01576894]",1,37.913998,10.910795,MCP File Changes
20,2025-06-22 10:57:01,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.g3626f2e514c_0_37#slide=id.g3626f2e514c_0_37,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989467 -0.01499278 -0.01690302 ... -0.02602246 -0.02887822
  0.01576894]",1,38.670692,10.345181,MCP File Changes
21,2025-06-22 10:57:00,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.g3626f2e514c_0_1066#slide=id.g3626f2e514c_0_1066,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989467 -0.01499278 -0.01690302 ... -0.02602246 -0.02887822
  0.01576894]",1,38.478302,11.365581,MCP File Changes
22,2025-06-22 10:56:59,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.g3626f2e514c_0_804#slide=id.g3626f2e514c_0_804,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989467 -0.01499278 -0.01690302 ... -0.02602246 -0.02887822
  0.01576894]",1,37.968098,11.295195,MCP File Changes
23,2025-06-22 10:56:57,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.g3626f2e514c_0_13#slide=id.g3626f2e514c_0_13,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989467 -0.01499278 -0.01690302 ... -0.02602246 -0.02887822
  0.01576894]",1,38.181194,11.120063,MCP File Changes
24,2025-06-22 10:56:53,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.p#slide=id.p,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989467 -0.01499278 -0.01690302 ... -0.02602246 -0.02887822
  0.01576894]",1,38.66779,11.128116,MCP File Changes
25,2025-06-22 10:56:51,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?slide=id.p#slide=id.p,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989467 -0.01499278 -0.01690302 ... -0.02602246 -0.02887822
  0.01576894]",1,37.70319,10.82926,MCP File Changes
26,2025-06-22 10:56:50,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit?usp=sharing,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989467 -0.01499278 -0.01690302 ... -0.02602246 -0.02887822
  0.01576894]",1,38.279533,10.022778,MCP File Changes
27,2025-06-22 10:56:50,https://docs.google.com/presentation/d/1HrhImRRcxaIHz2rEhZchz01XxzyFAEPYjfej9niseck/edit,MCP - Google Slides,"MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","query: MCP - Google Slides JavaScript isn't enabled in your browser, so this file can't be opened. Enable and reload. MCP External Slideshow Share Sign in File Edit View Help Accessibility Debug Unsaved changes to Drive Accessibility View only HTML view of the presentation","[ 0.02989467 -0.01499278 -0.01690302 ... -0.02602246 -0.02887822
  0.01576894]",1,38.45063,11.208279,MCP File Changes
